Tenure in Months,Offer,Monthly Charge,Total Charges,Internet Service,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Contract,Paperless Billing,Customer Status,Churn Category
1,Offer B,74.35,74.35,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Other
72,Offer A,19.95,1322.85,No,No,No,No,No,Two Year,No,Stayed,Competitor
8,Offer B,80.1,679.3,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
24,Offer C,81.0,1923.85,Yes,Yes,No,No,Yes,Month-to-Month,No,Stayed,Competitor
8,Offer E,54.75,445.85,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Stayed,Competitor
38,Offer C,24.85,955.75,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
68,Offer B,117.2,8035.95,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Stayed,Competitor
9,Offer E,74.75,706.6,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
19,Offer B,79.85,1471.75,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Dissatisfaction
9,Offer E,64.95,547.8,Yes,Yes,No,No,Yes,Month-to-Month,No,Stayed,Competitor
7,Offer E,86.25,587.1,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Attitude
40,Offer B,101.3,4113.1,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Competitor
3,Offer B,79.65,251.75,Yes,No,No,No,Yes,Month-to-Month,Yes,Churned,Competitor
1,Offer B,19.85,19.85,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
28,Offer B,39.1,1096.6,Yes,No,Yes,No,No,One Year,Yes,Stayed,Competitor
7,Offer E,69.55,521.35,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
72,Offer A,82.3,5980.55,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
7,Offer E,20.05,96.8,No,No,No,No,No,One Year,No,Stayed,Competitor
65,Offer B,79.4,5071.9,Yes,No,Yes,No,Yes,Two Year,Yes,Stayed,Competitor
56,Offer B,72.6,4084.35,Yes,Yes,No,No,Yes,Two Year,Yes,Stayed,Competitor
15,Offer B,103.45,1539.8,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
56,Offer B,19.55,1080.55,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
9,Offer E,81.15,784.45,Yes,Yes,No,No,No,Month-to-Month,Yes,Stayed,Competitor
16,Offer B,75.4,1189.4,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
69,Offer A,20.55,1403.1,No,No,No,No,No,One Year,Yes,Stayed,Competitor
68,Offer A,114.9,7843.55,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
50,Offer B,75.15,3822.45,Yes,Yes,Yes,Yes,No,Two Year,Yes,Stayed,Competitor
53,Offer B,93.9,5029.2,Yes,Yes,No,Yes,No,Month-to-Month,No,Churned,Attitude
10,Offer D,35.75,389.8,Yes,No,Yes,No,Yes,Month-to-Month,No,Stayed,Competitor
26,Offer B,29.8,786.5,Yes,No,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
16,Offer B,19.35,295.55,No,No,No,No,No,One Year,No,Stayed,Competitor
70,Offer B,49.85,3370.2,Yes,Yes,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
72,Offer A,25.4,1710.9,No,No,No,No,No,Two Year,No,Stayed,Competitor
12,Offer B,98.9,1120.95,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Churned,Price
17,Offer B,50.3,846.8,Yes,Yes,No,No,No,Month-to-Month,Yes,Stayed,Competitor
1,Offer E,50.75,50.75,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Competitor
10,Offer B,19.8,198.25,No,No,No,No,No,One Year,Yes,Stayed,Competitor
7,Offer B,54.85,370.4,Yes,No,No,No,No,Month-to-Month,No,Stayed,Competitor
68,Offer A,75.8,5293.95,Yes,No,Yes,Yes,Yes,One Year,Yes,Churned,Competitor
13,Offer B,20.0,218.55,No,No,No,No,No,One Year,No,Stayed,Competitor
70,Offer B,105.55,7195.35,Yes,No,Yes,No,Yes,One Year,Yes,Stayed,Competitor
7,Offer B,34.5,279.25,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Churned,Dissatisfaction
5,Offer B,55.8,300.4,Yes,Yes,No,Yes,No,Month-to-Month,No,Stayed,Competitor
10,Offer B,55.55,551.3,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Stayed,Competitor
19,Offer D,90.6,1660.0,Yes,Yes,No,No,No,Month-to-Month,Yes,Churned,Price
39,Offer B,59.3,2209.15,Yes,No,No,No,Yes,One Year,No,Stayed,Competitor
20,Offer B,108.2,2203.7,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
20,Offer B,94.3,1818.3,Yes,Yes,No,Yes,Yes,One Year,No,Stayed,Competitor
72,Offer A,64.95,4546.0,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
62,Offer B,-6.0,1563.95,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
24,Offer B,19.75,498.1,No,No,No,No,No,Two Year,No,Stayed,Competitor
21,Offer B,54.6,1125.2,Yes,No,No,No,No,Month-to-Month,No,Stayed,Competitor
2,Offer B,70.65,142.35,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
48,Offer B,69.7,3023.65,Yes,Yes,No,Yes,Yes,One Year,No,Stayed,Competitor
7,Offer B,74.35,533.6,Yes,Yes,No,No,No,Month-to-Month,No,Stayed,Competitor
1,Offer E,54.35,54.35,Yes,No,No,Yes,No,Month-to-Month,No,Churned,Attitude
53,Offer B,108.95,5718.2,Yes,No,Yes,Yes,Yes,One Year,Yes,Stayed,Competitor
1,Offer B,55.0,55.0,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Price
27,Offer C,49.85,1336.15,Yes,No,Yes,No,No,Month-to-Month,No,Stayed,Competitor
56,Offer B,88.9,4968.0,Yes,No,No,No,No,One Year,No,Stayed,Competitor
67,Offer B,79.7,5293.4,Yes,Yes,No,Yes,No,Two Year,Yes,Churned,Price
17,Offer D,20.05,337.9,No,No,No,No,No,One Year,No,Stayed,Competitor
18,Offer D,75.6,1395.05,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
37,Offer C,36.65,1315.0,Yes,No,Yes,Yes,No,Two Year,No,Stayed,Competitor
41,Offer B,114.5,4527.45,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Churned,Competitor
48,Offer B,20.15,982.95,No,No,No,No,No,Two Year,No,Stayed,Competitor
1,Offer E,44.4,44.4,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
8,Offer B,19.55,161.15,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
50,Offer B,100.2,5038.45,Yes,No,Yes,No,Yes,Two Year,Yes,Stayed,Competitor
1,Offer B,24.9,24.9,Yes,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
10,Offer B,25.75,257.5,No,No,No,No,No,Two Year,No,Stayed,Competitor
6,Offer E,85.15,503.6,Yes,Yes,No,No,No,Month-to-Month,Yes,Churned,Attitude
56,Offer B,75.75,4284.65,Yes,No,Yes,No,Yes,One Year,Yes,Stayed,Competitor
14,Offer D,90.9,1259.0,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Competitor
1,Offer E,44.75,44.75,Yes,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
34,Offer C,116.25,3899.05,Yes,Yes,Yes,Yes,Yes,One Year,No,Stayed,Competitor
72,Offer A,114.05,8468.2,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
32,Offer B,-7.0,3023.85,Yes,Yes,Yes,No,No,One Year,Yes,Stayed,Competitor
17,Offer B,20.5,365.8,No,No,No,No,No,One Year,Yes,Stayed,Competitor
68,Offer B,105.25,7173.15,Yes,Yes,Yes,Yes,No,Two Year,Yes,Stayed,Competitor
47,Offer B,65.0,2879.9,Yes,Yes,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
16,Offer D,94.45,1511.2,Yes,No,No,No,Yes,Month-to-Month,Yes,Churned,Competitor
44,Offer B,54.9,2549.1,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Stayed,Competitor
72,Offer B,105.5,7544.0,Yes,Yes,No,Yes,No,Two Year,Yes,Stayed,Competitor
3,Offer E,20.55,51.15,No,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
22,Offer D,94.95,2142.8,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
23,Offer D,104.05,2470.1,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Churned,Competitor
70,Offer B,114.75,7842.3,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
3,Offer B,20.25,71.2,No,No,No,No,No,One Year,No,Joined,Competitor
44,Offer B,106.05,4510.8,Yes,Yes,Yes,Yes,No,One Year,Yes,Stayed,Competitor
5,Offer E,85.55,408.5,Yes,No,Yes,No,No,Two Year,Yes,Stayed,Competitor
4,Offer E,19.85,63.0,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
4,Offer E,20.15,84.5,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
3,Offer E,63.6,155.65,Yes,No,No,No,Yes,Month-to-Month,Yes,Churned,Competitor
54,Offer B,89.8,4667.0,Yes,Yes,No,Yes,No,Month-to-Month,No,Stayed,Competitor
14,Offer B,24.8,321.7,No,No,No,No,No,One Year,Yes,Stayed,Competitor
25,Offer B,74.3,1863.8,Yes,Yes,Yes,Yes,Yes,One Year,No,Churned,Competitor
27,Offer C,78.05,2135.5,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
1,Offer B,74.5,74.5,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
12,Offer B,79.2,943.85,Yes,Yes,No,Yes,Yes,One Year,Yes,Stayed,Competitor
13,Offer B,61.8,750.1,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Stayed,Competitor
69,Offer A,99.35,6856.45,Yes,No,No,No,Yes,Two Year,Yes,Stayed,Competitor
35,Offer B,50.15,1655.35,Yes,No,No,No,No,Month-to-Month,No,Stayed,Competitor
64,Offer B,90.25,5629.15,Yes,No,No,Yes,No,One Year,No,Stayed,Competitor
21,Offer D,104.4,2200.25,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Churned,Attitude
2,Offer B,93.85,196.75,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Price
20,Offer B,19.35,433.75,No,No,No,No,No,One Year,Yes,Stayed,Competitor
26,Offer C,49.15,1237.3,Yes,No,No,No,Yes,Month-to-Month,No,Stayed,Competitor
3,Offer E,36.85,108.7,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Churned,Competitor
4,Offer E,25.45,84.2,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
7,Offer B,75.7,554.05,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
2,Offer B,44.65,74.9,Yes,No,No,No,No,Month-to-Month,No,Churned,Competitor
46,Offer B,101.0,4680.05,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
5,Offer E,85.75,470.95,Yes,No,No,No,Yes,Month-to-Month,Yes,Churned,Attitude
10,Offer B,36.25,374.0,Yes,No,Yes,No,Yes,Month-to-Month,No,Stayed,Competitor
13,Offer B,74.3,940.35,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
71,Offer B,24.75,1836.9,No,No,No,No,No,Two Year,No,Stayed,Competitor
42,Offer B,60.15,2421.6,Yes,Yes,Yes,No,No,One Year,Yes,Stayed,Competitor
9,Offer E,99.3,918.75,Yes,No,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
61,Offer B,105.55,6281.45,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Churned,Competitor
2,Offer E,71.3,157.75,Yes,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
60,Offer B,74.35,4453.3,Yes,No,No,No,No,Month-to-Month,No,Stayed,Competitor
39,Offer B,50.65,1905.4,Yes,No,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
15,Offer D,19.5,239.75,No,No,No,No,No,One Year,Yes,Stayed,Competitor
7,Offer E,43.9,278.4,Yes,No,No,No,No,Month-to-Month,No,Stayed,Competitor
15,Offer D,19.6,331.6,No,No,No,No,No,Two Year,No,Stayed,Competitor
61,Offer B,101.15,6383.9,Yes,No,No,No,Yes,One Year,No,Stayed,Competitor
19,Offer B,49.6,962.9,Yes,No,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
59,Offer B,25.0,1510.5,No,No,No,No,No,Two Year,No,Stayed,Competitor
30,Offer C,44.5,1307.8,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
62,Offer B,89.8,5629.55,Yes,No,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
2,Offer E,19.85,35.9,No,No,No,No,No,One Year,No,Churned,Attitude
18,Offer B,77.8,1358.6,Yes,No,Yes,Yes,No,Month-to-Month,No,Stayed,Competitor
20,Offer B,60.0,1259.35,Yes,No,Yes,No,No,One Year,Yes,Stayed,Competitor
5,Offer B,48.65,235.2,Yes,No,No,No,Yes,Month-to-Month,Yes,Stayed,Competitor
42,Offer B,84.3,3588.4,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Churned,Attitude
10,Offer B,52.55,525.5,Yes,Yes,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
52,Offer B,98.15,4993.4,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Stayed,Competitor
45,Offer B,19.2,903.7,No,No,No,No,No,Two Year,No,Stayed,Competitor
69,Offer B,110.55,7610.1,Yes,Yes,No,Yes,Yes,One Year,Yes,Stayed,Competitor
36,Offer C,104.8,3886.45,Yes,No,Yes,Yes,No,One Year,Yes,Stayed,Competitor
8,Offer B,74.05,600.15,Yes,No,No,Yes,No,Two Year,Yes,Stayed,Competitor
2,Offer B,69.7,135.2,Yes,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
5,Offer B,56.15,291.45,Yes,No,No,Yes,Yes,Month-to-Month,No,Stayed,Competitor
3,Offer B,55.3,196.15,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
52,Offer B,105.05,5624.85,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Churned,Other
13,Offer B,20.4,251.65,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
38,Offer B,19.6,763.1,No,No,No,No,No,One Year,No,Stayed,Competitor
61,Offer B,103.95,6423.0,Yes,No,Yes,Yes,No,One Year,Yes,Stayed,Competitor
16,Offer D,20.25,327.45,No,No,No,No,No,Month-to-Month,No,Churned,Price
35,Offer B,72.25,2568.55,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Churned,Other
18,Offer D,57.65,992.7,Yes,Yes,No,No,No,Month-to-Month,No,Stayed,Competitor
23,Offer B,59.7,1414.2,Yes,No,Yes,No,Yes,Two Year,No,Stayed,Competitor
1,Offer B,69.7,69.7,Yes,No,No,No,No,Month-to-Month,No,Churned,Attitude
46,Offer B,69.1,3255.35,Yes,No,No,Yes,Yes,One Year,Yes,Stayed,Competitor
26,Offer C,35.75,1022.5,Yes,No,No,Yes,Yes,Month-to-Month,No,Stayed,Competitor
11,Offer B,74.95,815.5,Yes,No,Yes,No,No,Month-to-Month,No,Churned,Attitude
35,Offer C,59.45,2136.9,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
6,Offer E,74.4,434.1,Yes,No,No,Yes,No,Month-to-Month,No,Churned,Competitor
31,Offer B,75.5,2424.45,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Stayed,Competitor
1,Offer B,69.8,69.8,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
38,Offer B,57.15,2250.65,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Churned,Attitude
2,Offer E,70.0,153.05,Yes,No,No,No,No,Month-to-Month,No,Churned,Other
71,Offer A,80.7,5676.0,Yes,Yes,No,No,No,Two Year,Yes,Stayed,Competitor
16,Offer B,84.75,1350.15,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
42,Offer B,20.25,854.9,No,No,No,No,No,One Year,No,Stayed,Competitor
56,Offer B,25.95,1444.05,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
18,Offer D,88.85,1594.75,Yes,No,No,No,Yes,Month-to-Month,Yes,Stayed,Competitor
13,Offer B,54.8,731.3,Yes,No,Yes,Yes,No,One Year,Yes,Stayed,Competitor
42,Offer B,80.45,3375.9,Yes,Yes,No,No,Yes,One Year,No,Stayed,Competitor
59,Offer B,101.1,6039.9,Yes,No,Yes,No,No,Month-to-Month,No,Churned,Dissatisfaction
26,Offer B,44.65,1156.55,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
54,Offer B,105.85,5826.65,Yes,Yes,Yes,No,Yes,One Year,Yes,Stayed,Competitor
40,Offer B,24.6,973.95,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
8,Offer E,76.15,645.8,Yes,Yes,Yes,No,Yes,Two Year,Yes,Stayed,Competitor
25,Offer B,88.4,2191.15,Yes,No,Yes,Yes,No,Two Year,No,Stayed,Competitor
2,Offer E,80.2,146.05,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
42,Offer B,19.05,761.85,No,No,No,No,No,One Year,Yes,Stayed,Competitor
51,Offer B,95.15,5000.05,Yes,Yes,No,No,Yes,One Year,Yes,Stayed,Competitor
58,Offer B,25.15,1509.9,No,No,No,No,No,Two Year,No,Stayed,Competitor
12,Offer D,85.05,999.8,Yes,No,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
9,Offer B,20.25,172.35,No,No,No,No,No,One Year,No,Stayed,Competitor
2,Offer E,45.55,84.4,Yes,No,No,No,No,Month-to-Month,No,Joined,Competitor
46,Offer B,24.95,1165.9,No,No,No,No,No,One Year,No,Stayed,Competitor
7,Offer B,19.25,112.3,No,No,No,No,No,Month-to-Month,No,Churned,Attitude
8,Offer E,43.45,345.5,Yes,No,No,No,No,One Year,Yes,Stayed,Competitor
16,Offer B,74.75,1129.35,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
55,Offer B,59.45,3157.0,Yes,Yes,No,No,No,One Year,No,Stayed,Competitor
10,Offer B,80.05,830.7,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Competitor
16,Offer D,72.65,1194.3,Yes,No,No,No,No,Month-to-Month,No,Churned,Competitor
5,Offer E,85.2,474.8,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
52,Offer B,57.95,3042.25,Yes,Yes,No,Yes,Yes,One Year,No,Stayed,Competitor
1,Offer E,69.65,69.65,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
70,Offer B,102.95,7101.5,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Churned,Competitor
62,Offer B,101.35,6164.7,Yes,No,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
49,Offer B,90.05,4547.25,Yes,No,Yes,No,No,Month-to-Month,No,Churned,Competitor
4,Offer B,-3.0,78.3,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
17,Offer D,91.85,1574.45,Yes,Yes,No,No,Yes,Month-to-Month,No,Churned,Price
14,Offer D,82.65,1185.0,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Stayed,Competitor
59,Offer B,68.7,4070.95,Yes,Yes,No,No,Yes,One Year,No,Stayed,Competitor
47,Offer B,58.9,2813.05,Yes,Yes,Yes,No,Yes,One Year,Yes,Stayed,Competitor
71,Offer B,24.65,1710.15,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
47,Offer B,107.35,5118.95,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Churned,Attitude
5,Offer B,96.55,500.1,Yes,No,Yes,Yes,No,Month-to-Month,No,Stayed,Competitor
11,Offer D,44.05,483.7,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
41,Offer B,109.1,4454.25,Yes,No,Yes,Yes,Yes,One Year,Yes,Stayed,Competitor
52,Offer B,63.25,3342.45,Yes,Yes,Yes,No,No,Two Year,Yes,Stayed,Competitor
9,Offer E,20.4,181.8,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
9,Offer B,43.75,405.7,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
10,Offer B,80.25,846.0,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
12,Offer D,19.35,212.3,No,No,No,No,No,Two Year,No,Stayed,Competitor
22,Offer B,55.15,1193.05,Yes,No,Yes,No,Yes,One Year,Yes,Churned,Competitor
52,Offer B,68.75,3482.85,Yes,No,Yes,Yes,Yes,One Year,Yes,Stayed,Competitor
43,Offer B,56.15,2499.3,Yes,No,No,No,No,Month-to-Month,No,Churned,Other
13,Offer D,49.15,649.4,Yes,No,No,Yes,No,Month-to-Month,No,Stayed,Competitor
3,Offer E,75.8,246.3,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
16,Offer B,91.55,1540.05,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
45,Offer B,24.7,1174.35,No,No,No,No,No,One Year,No,Stayed,Competitor
4,Offer B,-1.0,325.45,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Dissatisfaction
3,Offer E,79.1,246.5,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Churned,Attitude
6,Offer E,105.3,545.2,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Churned,Competitor
1,Offer E,19.6,19.6,No,No,No,No,No,Month-to-Month,Yes,Churned,Price
70,Offer A,24.25,1724.15,No,No,No,No,No,Two Year,No,Stayed,Competitor
3,Offer E,-4.0,91.7,Yes,Yes,No,No,No,Month-to-Month,No,Churned,Attitude
56,Offer B,24.9,1334.0,No,No,No,No,No,One Year,No,Churned,Attitude
24,Offer B,101.25,2440.15,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Attitude
25,Offer C,98.5,2514.5,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Churned,Dissatisfaction
53,Offer B,53.6,2879.2,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Stayed,Competitor
1,Offer E,69.85,69.85,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
25,Offer B,90.4,2178.6,Yes,No,No,No,No,One Year,Yes,Churned,Competitor
8,Offer B,44.65,369.15,Yes,No,No,No,No,Month-to-Month,No,Stayed,Competitor
27,Offer B,19.9,550.1,No,No,No,No,No,Two Year,No,Stayed,Competitor
60,Offer B,50.05,2911.5,Yes,Yes,Yes,Yes,No,One Year,No,Stayed,Competitor
20,Offer D,81.45,1671.6,Yes,No,No,No,No,One Year,Yes,Stayed,Competitor
56,Offer B,104.75,5510.65,Yes,No,Yes,Yes,No,One Year,Yes,Churned,Attitude
1,Offer B,81.1,81.1,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
42,Offer B,66.5,2762.75,Yes,No,No,Yes,Yes,Two Year,No,Stayed,Competitor
16,Offer D,20.1,318.6,No,No,No,No,No,One Year,No,Stayed,Competitor
65,Offer B,110.8,7245.9,Yes,No,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
20,Offer B,91.0,1859.5,Yes,No,No,No,No,One Year,Yes,Stayed,Competitor
33,Offer C,88.95,3027.65,Yes,Yes,No,No,Yes,Two Year,Yes,Stayed,Competitor
22,Offer D,20.45,471.55,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
8,Offer E,30.45,226.45,Yes,Yes,No,No,No,Month-to-Month,Yes,Churned,Competitor
44,Offer B,20.4,905.55,No,No,No,No,No,Two Year,No,Stayed,Competitor
72,Offer B,26.25,1988.05,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
7,Offer B,93.85,635.6,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
51,Offer B,78.65,3950.85,Yes,No,Yes,No,Yes,One Year,Yes,Stayed,Competitor
69,Offer B,110.25,7467.55,Yes,Yes,No,Yes,Yes,Two Year,No,Stayed,Competitor
57,Offer B,39.3,2111.45,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
35,Offer B,85.15,3030.6,Yes,No,No,Yes,No,One Year,Yes,Churned,Competitor
2,Offer B,70.4,147.15,Yes,No,No,No,No,Month-to-Month,No,Churned,Dissatisfaction
15,Offer B,79.4,1156.1,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
22,Offer D,19.95,433.5,No,No,No,No,No,One Year,No,Stayed,Competitor
53,Offer B,62.85,3419.5,Yes,Yes,Yes,No,Yes,One Year,No,Stayed,Competitor
9,Offer E,88.4,788.6,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
1,Offer E,20.35,20.35,No,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
32,Offer B,18.95,613.95,No,No,No,No,No,Two Year,No,Stayed,Competitor
34,Offer B,88.85,3000.25,Yes,No,Yes,No,No,Month-to-Month,No,Stayed,Competitor
54,Offer B,61.0,3283.05,Yes,No,Yes,Yes,Yes,One Year,Yes,Stayed,Competitor
6,Offer B,80.5,502.85,Yes,No,No,No,Yes,Month-to-Month,Yes,Churned,Price
62,Offer B,19.95,1244.8,No,No,No,No,No,One Year,No,Stayed,Competitor
13,Offer D,55.95,734.35,Yes,No,No,No,No,Month-to-Month,No,Churned,Competitor
30,Offer C,19.3,602.9,No,No,No,No,No,Two Year,No,Stayed,Competitor
55,Offer B,19.5,1026.35,No,No,No,No,No,One Year,No,Stayed,Competitor
17,Offer B,70.35,1201.65,Yes,Yes,No,Yes,No,One Year,Yes,Stayed,Competitor
7,Offer B,81.25,580.1,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Stayed,Competitor
18,Offer D,95.95,1745.5,Yes,No,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
6,Offer B,45.5,285.2,Yes,No,No,No,No,Month-to-Month,No,Stayed,Competitor
53,Offer B,73.9,3958.25,Yes,No,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
16,Offer B,73.85,1284.2,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Other
45,Offer B,24.45,1088.25,No,No,No,No,No,Two Year,No,Stayed,Competitor
64,Offer B,97.0,6430.9,Yes,Yes,Yes,Yes,No,One Year,No,Stayed,Competitor
18,Offer B,-5.0,711.95,Yes,Yes,Yes,No,Yes,One Year,Yes,Stayed,Competitor
70,Offer A,74.8,5315.8,Yes,Yes,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
69,Offer B,23.95,1713.1,No,No,No,No,No,Two Year,No,Stayed,Competitor
40,Offer B,96.35,3915.4,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Stayed,Competitor
21,Offer B,102.8,2110.15,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Churned,Competitor
19,Offer D,95.15,1789.25,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Churned,Price
18,Offer D,87.9,1500.5,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
1,Offer B,20.05,20.05,No,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
2,Offer B,62.05,118.3,Yes,No,No,No,No,Month-to-Month,No,Churned,Competitor
33,Offer C,59.55,2016.3,Yes,Yes,No,Yes,Yes,Two Year,No,Stayed,Competitor
1,Offer B,19.3,19.3,No,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
60,Offer B,74.85,4456.35,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Stayed,Competitor
